x,y,z,data
5650,150,254.6875,2.71E-03
5750,150,254.6875,2.27E-03
5850,150,254.6875,7.55E-03
5950,150,254.6875,4.46E-02
50,250,254.6875,1.09953094
150,250,254.6875,0.583999395
250,250,254.6875,0.17194964
350,250,254.6875,4.52E-02
450,250,254.6875,5.23E-02
550,250,254.6875,6.16E-02
650,250,254.6875,0
750,250,254.6875,0
850,250,254.6875,0
950,250,254.6875,0
1050,250,254.6875,0
1150,250,254.6875,0.766896605
1250,250,254.6875,2.27999997
1350,250,254.6875,2.21011519
1450,250,254.6875,2.07035303
1550,250,254.6875,2.27999997
1650,250,254.6875,1.9837271
1750,250,254.6875,0.524939895
1850,250,254.6875,0
1950,250,254.6875,0
2050,250,254.6875,1.10633326
2150,250,254.6875,1.80555344
2250,250,254.6875,1.77622378
2350,250,254.6875,1.83724153
2450,250,254.6875,2.27999997
2550,250,254.6875,2.27999997
2650,250,254.6875,0.982308686
2750,250,254.6875,0
2850,250,254.6875,0
2950,250,254.6875,0.117259301
3050,250,254.6875,0.260356426
3150,250,254.6875,0.274920642
3250,250,254.6875,0.259533852
3350,250,254.6875,0.247506291
3450,250,254.6875,0.207506463
3550,250,254.6875,7.86E-02
3650,250,254.6875,0
3750,250,254.6875,0
3850,250,254.6875,0
3950,250,254.6875,0.458915144
4050,250,254.6875,1.21758068
4150,250,254.6875,1.42831016
4250,250,254.6875,1.71004558
4350,250,254.6875,2.12108326
4450,250,254.6875,2.00483537
4550,250,254.6875,1.09587955
4650,250,254.6875,0.550736368
4750,250,254.6875,0.527803302
4850,250,254.6875,0.397667319
4950,250,254.6875,0.220603049
5050,250,254.6875,0.101417981
5150,250,254.6875,4.50E-02
5250,250,254.6875,2.40E-02
5350,250,254.6875,1.64E-02
5450,250,254.6875,4.64E-03
5550,250,254.6875,3.40E-03
5650,250,254.6875,2.75E-03
5750,250,254.6875,2.26E-03
5850,250,254.6875,1.79E-03
5950,250,254.6875,3.10E-02
50,350,254.6875,1.0848335
150,350,254.6875,0.590593755
250,350,254.6875,0.19434163
350,350,254.6875,6.93E-02
450,350,254.6875,7.58E-02
550,350,254.6875,8.66E-02
650,350,254.6875,2.79E-02
750,350,254.6875,0
850,350,254.6875,0
950,350,254.6875,0
1050,350,254.6875,0
1150,350,254.6875,0.909973681
1250,350,254.6875,2.27999997
1350,350,254.6875,2.27906752
1450,350,254.6875,2.13527083
1550,350,254.6875,2.27999997
1650,350,254.6875,2.01630592
1750,350,254.6875,0.571371675
1850,350,254.6875,0
1950,350,254.6875,0
2050,350,254.6875,1.13798308
2150,350,254.6875,1.82383859
2250,350,254.6875,1.80079281
2350,350,254.6875,1.88064134
2450,350,254.6875,2.27999997
2550,350,254.6875,2.27999997
2650,350,254.6875,1.02027309
2750,350,254.6875,0
2850,350,254.6875,0
2950,350,254.6875,0.131030872
3050,350,254.6875,0.271350741
3150,350,254.6875,0.28922677
3250,350,254.6875,0.278626949
3350,350,254.6875,0.2680507
3450,350,254.6875,0.230890319
3550,350,254.6875,0.106596559
3650,350,254.6875,0
3750,350,254.6875,0
3850,350,254.6875,0
3950,350,254.6875,0.551682293
4050,350,254.6875,1.28818321
4150,350,254.6875,1.48634219
4250,350,254.6875,1.75445271
4350,350,254.6875,2.14233732
4450,350,254.6875,2.00194001
4550,350,254.6875,1.08895147
4650,350,254.6875,0.544225335
4750,350,254.6875,0.519026339
4850,350,254.6875,0.393653184
4950,350,254.6875,0.224406749
5050,350,254.6875,0.114199542
5150,350,254.6875,5.82E-02
5250,350,254.6875,3.29E-02
5350,350,254.6875,1.90E-02
5450,350,254.6875,4.53E-03
5550,350,254.6875,3.04E-03
5650,350,254.6875,2.44E-03
5750,350,254.6875,2.03E-03
5850,350,254.6875,1.68E-03
5950,350,254.6875,3.29E-02
50,450,254.6875,1.0738101
150,450,254.6875,0.640635908
