x,y,z,data
4450,250,254.6875,1.58388734
4550,250,254.6875,1.16024435
4650,250,254.6875,0.762050748
4750,250,254.6875,0.474207789
4850,250,254.6875,0.286484689
4950,250,254.6875,0.193543643
5050,250,254.6875,0.12576206
5150,250,254.6875,9.24E-02
5250,250,254.6875,6.93E-02
5350,250,254.6875,4.88E-02
5450,250,254.6875,3.58E-02
5550,250,254.6875,2.49E-02
5650,250,254.6875,1.70E-02
5750,250,254.6875,1.21E-02
5850,250,254.6875,9.50E-03
5950,250,254.6875,8.25E-03
50,350,254.6875,0.449275404
150,350,254.6875,0.355617851
250,350,254.6875,0.181538537
350,350,254.6875,2.12E-02
450,350,254.6875,0
550,350,254.6875,0
650,350,254.6875,0
750,350,254.6875,0
850,350,254.6875,0
950,350,254.6875,0
1050,350,254.6875,1.43E-02
1150,350,254.6875,0.612235606
1250,350,254.6875,1.22615814
1350,350,254.6875,1.63677073
1450,350,254.6875,1.74103761
1550,350,254.6875,1.57836711
1650,350,254.6875,1.11445296
1750,350,254.6875,0.569755375
1850,350,254.6875,0.20622611
1950,350,254.6875,0.262747318
2050,350,254.6875,0.67744565
2150,350,254.6875,1.18415153
2250,350,254.6875,1.62412071
2350,350,254.6875,1.87986279
2450,350,254.6875,1.91619349
2550,350,254.6875,1.65195167
2650,350,254.6875,1.1113826
2750,350,254.6875,0.570969105
2850,350,254.6875,0.24199906
2950,350,254.6875,0.112541877
3050,350,254.6875,8.00E-02
3150,350,254.6875,9.09E-02
3250,350,254.6875,7.86E-02
3350,350,254.6875,3.70E-02
3450,350,254.6875,1.43E-03
3550,350,254.6875,0
3650,350,254.6875,0
3750,350,254.6875,0
3850,350,254.6875,3.19E-02
3950,350,254.6875,0.482560813
4050,350,254.6875,1.00112367
4150,350,254.6875,1.45260012
4250,350,254.6875,1.70782554
4350,350,254.6875,1.74435019
4450,350,254.6875,1.54571211
4550,350,254.6875,1.15138662
4650,350,254.6875,0.756195724
4750,350,254.6875,0.465158731
4850,350,254.6875,0.289715946
4950,350,254.6875,0.190507308
5050,350,254.6875,0.136684269
5150,350,254.6875,8.69E-02
5250,350,254.6875,6.67E-02
5350,350,254.6875,4.72E-02
5450,350,254.6875,3.42E-02
5550,350,254.6875,2.39E-02
5650,350,254.6875,1.64E-02
5750,350,254.6875,1.18E-02
5850,350,254.6875,9.32E-03
5950,350,254.6875,8.07E-03
50,450,254.6875,0.405611098
150,450,254.6875,0.317852259
250,450,254.6875,0.162085608
350,450,254.6875,1.74E-02
450,450,254.6875,0
550,450,254.6875,0
650,450,254.6875,0
750,450,254.6875,0
850,450,254.6875,0
950,450,254.6875,0
1050,450,254.6875,1.07E-02
1150,450,254.6875,0.541053712
1250,450,254.6875,1.10386896
1350,450,254.6875,1.49597168
1450,450,254.6875,1.5963043
1550,450,254.6875,1.43021238
1650,450,254.6875,1.02890956
1750,450,254.6875,0.5166924
1850,450,254.6875,0.194730997
1950,450,254.6875,0.24846895
2050,450,254.6875,0.616292536
2150,450,254.6875,1.10236824
2250,450,254.6875,1.49251723
2350,450,254.6875,1.75140822
2450,450,254.6875,1.79552221
2550,450,254.6875,1.53340256
2650,450,254.6875,1.05802643
2750,450,254.6875,0.560448349
2850,450,254.6875,0.243038774
2950,450,254.6875,0.102115512
3050,450,254.6875,7.33E-02
3150,450,254.6875,7.42E-02
3250,450,254.6875,6.33E-02
3350,450,254.6875,2.67E-02
3450,450,254.6875,1.02E-03
3550,450,254.6875,0
3650,450,254.6875,0
3750,450,254.6875,0
3850,450,254.6875,3.37E-02
3950,450,254.6875,0.440512449
4050,450,254.6875,0.933867812
4150,450,254.6875,1.34899211
4250,450,254.6875,1.60729969
4350,450,254.6875,1.64826477
4450,450,254.6875,1.46623373
4550,450,254.6875,1.1085788
4650,450,254.6875,0.74760139
4750,450,254.6875,0.473275781
4850,450,254.6875,0.294948697
4950,450,254.6875,0.19896476
5050,450,254.6875,0.122861788
5150,450,254.6875,9.18E-02
5250,450,254.6875,6.01E-02
5350,450,254.6875,4.34E-02
5450,450,254.6875,3.10E-02
5550,450,254.6875,2.17E-02
5650,450,254.6875,1.52E-02
5750,450,254.6875,1.12E-02
