%% x, y, z, Ex.real, Ex.imag, Ey.real, Ey.imag, Ez.real, Ez.imag, Hx.real, Hx.imag, Hy.real, Hy.imag, Hz.real, Hz.imag 
-7.500000e+02 , 6.000000e+02 , 1.050000e+03 , -2.075714e-09 , -3.132888e-10 , -1.832822e-09 , 2.865012e-11 , -1.260680e-09 , 3.611761e-10 , 6.861740e-10 , -4.277835e-09 , -2.814526e-09 , 6.965753e-09 , 1.635974e-09 , -3.360230e-09
-2.500000e+02 , 6.000000e+02 , 5.000000e+01 , 1.021822e-07 , -3.943607e-09 , 2.876688e-07 , 2.797338e-09 , 6.831776e-07 , -2.969970e-10 , -6.288556e-07 , 1.856411e-08 , 3.015604e-07 , -1.327504e-08 , -6.261730e-08 , 5.494732e-09
-2.500000e+02 , 6.000000e+02 , 1.500000e+02 , 1.918088e-07 , -1.422567e-08 , 4.205222e-07 , -1.938188e-08 , 4.394451e-08 , 9.573218e-11 , -4.568987e-07 , 1.621899e-08 , 2.060020e-07 , -9.463883e-09 , -5.436524e-08 , 6.686748e-09
-2.500000e+02 , 6.000000e+02 , 2.500000e+02 , 1.862323e-07 , -1.825090e-08 , 4.079825e-07 , -2.915286e-08 , 3.148266e-09 , 4.336486e-10 , -8.840111e-08 , -3.747438e-09 , 2.588809e-08 , 4.574219e-09 , -4.269532e-08 , 6.460046e-09
-2.500000e+02 , 6.000000e+02 , 3.500000e+02 , 1.540679e-07 , -1.547333e-08 , 3.468926e-07 , -2.493925e-08 , -1.685149e-07 , 8.787182e-09 , 8.638681e-08 , -1.411496e-08 , -5.939718e-08 , 1.127516e-08 , -3.152947e-08 , 5.209794e-09
-2.500000e+02 , 6.000000e+02 , 4.500000e+02 , 1.141493e-07 , -1.184507e-08 , 2.704480e-07 , -1.912604e-08 , -1.203124e-07 , 6.471721e-09 , 7.268044e-08 , -1.119716e-08 , -5.463569e-08 , 9.404386e-09 , -2.249242e-08 , 4.188357e-09
-2.500000e+02 , 6.000000e+02 , 5.500000e+02 , 7.187141e-08 , -8.588084e-09 , 1.771292e-07 , -1.345169e-08 , -8.388009e-07 , 4.915565e-08 , 6.131754e-08 , -8.633540e-09 , -4.912537e-08 , 7.577579e-09 , -1.574076e-08 , 3.509304e-09
-2.500000e+02 , 6.000000e+02 , 6.500000e+02 , 1.938930e-08 , -5.420828e-09 , 5.271083e-08 , -7.332806e-09 , -7.987291e-07 , 4.763749e-08 , 5.100084e-08 , -6.238141e-09 , -4.355502e-08 , 5.779124e-09 , -1.082458e-08 , 3.118436e-09
-2.500000e+02 , 6.000000e+02 , 7.500000e+02 , -2.855900e-09 , -3.251412e-09 , -2.282520e-09 , -3.747763e-09 , -6.524931e-09 , 4.771056e-10 , 4.357901e-08 , -4.809631e-09 , -3.889633e-08 , 4.738716e-09 , -7.217423e-09 , 2.956443e-09
-2.500000e+02 , 6.000000e+02 , 8.500000e+02 , -2.923326e-09 , -1.788516e-09 , -2.778253e-09 , -2.110403e-09 , -5.945863e-09 , 5.460571e-10 , 3.812529e-08 , -3.743623e-09 , -3.502098e-08 , 3.977751e-09 , -4.512235e-09 , 2.930910e-09
-2.500000e+02 , 6.000000e+02 , 9.500000e+02 , -2.845250e-09 , -5.994790e-10 , -2.897985e-09 , -8.085884e-10 , -1.045347e-10 , 1.532807e-11 , 2.016753e-08 , -7.207920e-09 , -1.827888e-08 , 6.703215e-09 , -2.529786e-09 , 2.917697e-09
-2.500000e+02 , 6.000000e+02 , 1.050000e+03 , -2.536884e-09 , -3.128659e-10 , -2.567906e-09 , -4.638927e-10 , -1.396872e-09 , 3.698150e-10 , 4.476772e-09 , -8.581802e-09 , -3.368260e-09 , 7.517196e-09 , -1.725177e-09 , 2.354141e-09
2.500000e+02 , 6.000000e+02 , 5.000000e+01 , -2.220408e-07 , -2.644033e-08 , -1.899123e-07 , 2.795088e-09 , 8.152751e-07 , -2.338506e-09 , -2.371857e-07 , 8.734147e-09 , -5.457501e-07 , -1.789205e-09 , -2.720926e-07 , 2.381380e-08
2.500000e+02 , 6.000000e+02 , 1.500000e+02 , -3.549589e-07 , -5.217438e-09 , 7.412943e-08 , -6.346838e-09 , 7.712509e-08 , -1.064920e-09 , -1.653372e-07 , 6.505248e-09 , -4.489460e-07 , 6.989671e-09 , -2.360145e-07 , 2.898181e-08
2.500000e+02 , 6.000000e+02 , 2.500000e+02 , -3.605352e-07 , 6.648116e-09 , 9.970050e-08 , -1.088686e-08 , 2.475696e-08 , -5.269131e-10 , -4.641471e-08 , -2.580332e-09 , -1.565275e-07 , 8.067053e-09 , -1.851687e-07 , 2.799571e-08
2.500000e+02 , 6.000000e+02 , 3.500000e+02 , -3.325950e-07 , 7.064098e-09 , 9.721465e-08 , -1.055366e-08 , -3.467634e-08 , 3.530365e-09 , 2.132884e-08 , -7.872889e-09 , -1.015479e-08 , 5.714046e-09 , -1.366606e-07 , 2.257494e-08
2.500000e+02 , 6.000000e+02 , 4.500000e+02 , -2.902132e-07 , 6.026444e-09 , 8.419437e-08 , -8.930685e-09 , -4.835538e-08 , 3.585284e-09 , 3.044193e-08 , -7.258160e-09 , -2.091516e-08 , 5.892201e-09 , -9.746516e-08 , 1.814821e-08
2.500000e+02 , 6.000000e+02 , 5.500000e+02 , -2.035088e-07 , 3.461589e-09 , 5.663877e-08 , -6.820004e-09 , -4.829543e-07 , 3.373784e-08 , 3.336842e-08 , -6.286767e-09 , -2.596585e-08 , 5.525536e-09 , -6.820296e-08 , 1.520589e-08
2.500000e+02 , 6.000000e+02 , 6.500000e+02 , -6.859639e-08 , -8.981599e-10 , 1.592505e-08 , -4.392028e-09 , -4.773773e-07 , 3.342927e-08 , 3.298604e-08 , -5.122569e-09 , -2.999950e-08 , 4.947089e-09 , -4.690136e-08 , 1.351240e-08
2.500000e+02 , 6.000000e+02 , 7.500000e+02 , -4.578017e-09 , -2.303605e-09 , -2.581298e-09 , -2.624311e-09 , -4.007697e-09 , 3.351289e-10 , 3.143935e-08 , -4.467599e-09 , -3.087560e-08 , 4.716748e-09 , -3.127270e-08 , 1.281061e-08
2.500000e+02 , 6.000000e+02 , 8.500000e+02 , -3.490761e-09 , -1.154771e-09 , -2.641299e-09 , -1.414120e-09 , -3.749041e-09 , 3.829916e-10 , 2.945944e-08 , -4.001246e-09 , -3.008857e-08 , 4.597649e-09 , -1.955182e-08 , 1.270009e-08
2.500000e+02 , 6.000000e+02 , 9.500000e+02 , -2.875588e-09 , -1.541376e-10 , -2.567676e-09 , -4.056608e-10 , -6.636646e-11 , 1.043279e-11 , 1.518759e-08 , -6.004182e-09 , -1.509546e-08 , 5.772776e-09 , -1.096209e-08 , 1.264289e-08
2.500000e+02 , 6.000000e+02 , 1.050000e+03 , -2.595536e-09 , 1.622234e-11 , -2.306886e-09 , -1.887115e-10 , -1.079541e-09 , 3.110047e-10 , 2.196153e-09 , -6.395298e-09 , -1.098980e-09 , 5.333854e-09 , -7.475772e-09 , 1.020087e-08
7.500000e+02 , 6.000000e+02 , 5.000000e+01 , -4.149513e-08 , -9.895312e-09 , -6.572086e-08 , 2.342257e-09 , 1.298052e-07 , -4.860957e-10 , 3.841572e-08 , -2.157717e-09 , -1.379075e-07 , -2.728504e-09 , -7.637226e-08 , 1.731511e-08
7.500000e+02 , 6.000000e+02 , 1.500000e+02 , -6.544256e-08 , -4.567040e-09 , -5.256521e-08 , 3.769638e-09 , 1.240050e-08 , -2.279974e-10 , 2.678133e-08 , -2.158559e-09 , -1.095350e-07 , 9.177694e-10 , -7.159796e-08 , 1.958769e-08
7.500000e+02 , 6.000000e+02 , 2.500000e+02 , -6.842174e-08 , -1.351491e-09 , -5.073848e-08 , 4.083451e-09 , 4.710643e-09 , -1.307465e-10 , -8.265155e-09 , -2.170148e-10 , -4.841151e-08 , 3.989258e-09 , -6.454602e-08 , 1.968397e-08
7.500000e+02 , 6.000000e+02 , 3.500000e+02 , -7.050480e-08 , -3.383119e-10 , -4.721977e-08 , 3.130415e-09 , 9.246227e-09 , 8.390879e-10 , -2.059926e-08 , 1.898557e-12 , -1.782724e-08 , 4.678239e-09 , -5.622932e-08 , 1.787459e-08
7.500000e+02 , 6.000000e+02 , 4.500000e+02 , -7.115205e-08 , 3.275022e-10 , -4.246704e-08 , 2.301361e-09 , -1.401024e-09 , 1.237927e-09 , -1.123184e-08 , -1.256530e-09 , -1.921513e-08 , 4.706777e-09 , -4.712017e-08 , 1.612031e-08
7.500000e+02 , 6.000000e+02 , 5.500000e+02 , -5.421638e-08 , 5.571336e-12 , -3.066058e-08 , 1.408031e-09 , -7.465073e-08 , 1.463017e-08 , -3.852206e-09 , -2.219025e-09 , -2.058464e-08 , 4.606524e-09 , -3.792872e-08 , 1.477743e-08
7.500000e+02 , 6.000000e+02 , 6.500000e+02 , -2.065891e-08 , -1.245413e-09 , -1.128350e-08 , 3.685468e-10 , -8.055755e-08 , 1.485636e-08 , 1.934611e-09 , -2.998796e-09 , -2.222804e-08 , 4.445366e-09 , -2.912721e-08 , 1.390916e-08
7.500000e+02 , 6.000000e+02 , 7.500000e+02 , -3.151497e-09 , -1.427255e-09 , -1.804726e-09 , 3.119900e-11 , -7.421900e-10 , 1.415028e-10 , 5.665365e-09 , -3.687716e-09 , -2.277588e-08 , 4.559244e-09 , -2.093833e-08 , 1.349190e-08
